example_id,text,label
EX-1238,My card was compromised and I need to replace it Thanks in advance,update_payment
EX-1038,How do I cancel my membership Any help appreciated,cancel_subscription
EX-0450,Shipping is delayed and tracking has not updated,shipping_delay
EX-0200,I changed my password but it still does not work,password_reset
EX-0678,I need help getting back into my locked account,account_locked
EX-1351,My data is not syncing between desktop and mobile Any help appreciated,technical_bug
EX-0315,Your system double billed me again Thanks,billing_refund
EX-0142,Can someone help me recover my account password,password_reset
EX-0319,I want to know why I was charged this amount,billing_refund
EX-1388,Sorry to bother you but Feature is not working as expected?,technical_bug
EX-1102,The system is not accepting my new card number,update_payment
EX-0937,Can I cancel and get a prorated refund Thanks in advance,cancel_subscription
EX-0604,Shipping is delayed and tracking has not updated Thanks,shipping_delay
EX-0644,"Hi, Is there a way to expedite my delayed order",shipping_delay
EX-1152,Urgent - I got a new credit card and need to update my account,update_payment
EX-0852,The account lockout is preventing me from working,account_locked
EX-0742,Urgent - Please unlock my account,account_locked
EX-0090,I forgot my passwrod and cant log in asap,password_reset
EX-1526,Auto save is not working and I lost my changes,technical_bug
EX-1239,Please help me add a backup payment method Thanks,update_payment
EX-0652,It has been two weeks and my order is not here yet,shipping_delay
EX-0308,"Good morning, Billing error I need a refund.",billing_refund
EX-1105,How do I update the expiration date on my card,update_payment
EX-0043,Need help - The reset email never arrived in my inbox?,password_reset
EX-1312,Sorry to bother you but I need to remove my old card and add a new one,update_payment
EX-0580,The delivery status says exception what does that mean.,shipping_delay
EX-1508,Feature is not working as expected,technical_bug
EX-1125,How do I update the expiration date on my card,update_payment
EX-0635,Quick question: My package seems to be stuck in transit,shipping_delay
EX-0761,Need help - I cannot log in because of an account security hold,account_locked
EX-1261,The card on my account has expired,update_payment
EX-0065,Can you manually reset my password please,password_reset
EX-0436,I received a charge but never placed an order,billing_refund
EX-1257,Can I set a different default payement method,update_payment
EX-1342,There is a display glitch on the dashboard,technical_bug
EX-0832,My account got locked and I cannot do anything,account_locked
EX-0973,Where is the option to cancel my subscription,cancel_subscription
EX-0451,Sorry to bother you but My order still has not arrived,shipping_delay
EX-0594,The estimated delivery date has passed Thanks,shipping_delay
EX-0524,Where is my pakcage,shipping_delay
EX-0853,I verified my identity but my account is still locked,account_locked
EX-0923,Please process my cancellation request rihgt away,cancel_subscription
EX-0583,The estimated delievery date has passed,shipping_delay
EX-1527,Videos do not play they just show a black screen,technical_bug
EX-1516,The calendar widget is showing wrong dates,technical_bug
EX-1308,My card was compromised and I need to replace it,update_payment
EX-0628,I need an update on my order delivery,shipping_delay
EX-0762,The lock on my account has not been removed yet,account_locked
EX-0617,I paid for fast shipping and it is still not here,shipping_delay
EX-1066,I submitted a cancellation but I was still charged,cancel_subscription
EX-0837,My account was locked due to suspicious activity Thanks,account_locked
EX-0989,Need help - Stop chargign my card I want to cancel,cancel_subscription
EX-0207,Sorry to bother you but I changed my password but it still does not work,password_reset
EX-1481,Auto save is not working and I lost my changes,technical_bug
EX-1248,How do I switch to a different payment method,update_payment
EX-0320,"Hello, I received a charge but never placed an order",billing_refund
EX-0289,Urgent - Can I get a refund for a duplicate payment,billing_refund
EX-0233,Need help - I want to know why I was charged this amount,billing_refund
EX-0153,I cannot remember my login credentials,password_reset
